
INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (0, 0, 1, -17, -3);
INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (240, 180, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (241, 181, 3, -8, 14);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (242, 182, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (243, 183, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (244, 184, 2, 6, 9);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (245, 185, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (246, 186, 2, -2, 11);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (247, 187, 2, 3, 15);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (248, 188, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (249, 189, 2, -2, 12);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (250, 190, 2, -2, 6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (251, 188, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (252, 189, 3, -3, -9);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (253, 190, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (254, 191, 3, 4, 17);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (255, 192, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (256, 205, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (257, 206, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (258, 187, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (259, 193, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (260, 194, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (261, 195, 3, -4, 15);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (262, 204, 2, -4, 10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (263, 196, 2, 1, 12);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (264, 198, 2, -4, 9);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (265, 199, 2, -9, 6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (266, 200, 2, 2, -4);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (267, 201, 2, 3, 10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (268, 202, 2, 11, 5);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (269, 203, 2, 0, -4);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (270, 208, 2, 7, 3);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (271, 184, 2, 0, -6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (272, 183, 4, 2, -5);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (273, 208, 3, -10, 7);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (274, 208, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (275, 207, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (276, 207, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (277, 209, 2, -6, 17);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (278, 210, 2, -6, 7);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (279, 211, 2, 5, 17);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (280, 212, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (281, 213, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (282, 215, 1, 2, 19);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (283, 216, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (284, 217, 4, 1, 21);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (285, 214, 1, -3, 12);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (286, 214, 3, 0, 7);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (287, 213, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (288, 216, 1, -5, 3);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (289, 214, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (290, 218, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (291, 219, 1, 0, -3);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (292, 220, 1, 4, -14);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (293, 220, 3, 3, 6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (294, 220, 4, -2, 5);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (295, 221, 1, 5, 23);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (296, 221, 3, 0, 4);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (297, 218, 1, 3, -10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (298, 218, 3, 11, 15);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (299, 218, 4, -7, 12);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (300, 222, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (301, 223, 2, 5, 2);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (302, 224, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (303, 225, 1, 3, -13);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (304, 226, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (305, 227, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (306, 225, 4, 5, 15);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (307, 223, 3, 0, -5);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (308, 226, 4, 20, 1);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (309, 224, 1, -9, 9);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (310, 227, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (311, 228, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (312, 228, 4, -1, -8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (313, 229, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (314, 229, 3, 1, 20);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (315, 98, 4, 0, 11);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (316, 186, 1, 0, 9);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (317, 186, 4, 0, 11);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (318, 230, 1, -2, 8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (319, 231, 1, 0, 7);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (320, 232, 3, 1, 11);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (321, 233, 2, 23, 30);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (322, 234, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (323, 235, 4, 0, -3);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (324, 240, 1, -4, 14);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (325, 234, 4, 0, -5);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (326, 236, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (327, 237, 1, 0, 31);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (328, 238, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (329, 236, 3, -26, -3);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (330, 238, 4, 0, -2);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (331, 237, 4, -2, 10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (332, 241, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (333, 243, 1, -2, -7);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (334, 244, 1, 1, 10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (335, 245, 1, -5, 10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (336, 246, 2, 1, -1);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (337, 247, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (338, 248, 1, 0, 6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (339, 249, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (340, 250, 3, 0, 6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (341, 251, 3, 37, 11);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (342, 252, 1, 1, 12);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (343, 243, 4, -4, 15);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (344, 241, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (345, 247, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (346, 251, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (347, 251, 4, 1, -8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (348, 242, 1, 2, 1);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (349, 242, 3, 3, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (350, 252, 1, 2, 13);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (351, 248, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (352, 245, 3, 0, 6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (353, 253, 1, -2, 15);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (354, 253, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (355, 255, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (356, 255, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (357, 258, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (358, 254, 3, 8, -8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (359, 257, 2, -1, -12);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (360, 257, 3, -1, 8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (361, 259, 1, 19, -10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (362, 259, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (363, 256, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (364, 256, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (365, 266, 1, 9, 8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (366, 267, 1, 2, 13);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (367, 268, 2, 0, 10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (368, 269, 2, 0, -14);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (369, 270, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (370, 271, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (371, 272, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (372, 273, 2, -1, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (373, 274, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (374, 275, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (375, 278, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (376, 276, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (377, 277, 2, -50, 13);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (378, 279, 2, 9, 11);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (379, 11, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (380, 3, 1, 5, 18);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (381, 281, 1, 0, 12);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (382, 189, 4, 7, 15);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (383, 282, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (384, 283, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (385, 284, 1, -1, 12);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (386, 285, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (387, 288, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (388, 289, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (389, 286, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (390, 287, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (391, 290, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (392, 291, 2, -2, -10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (393, 292, 3, 0, 8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (394, 293, 2, 2, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (395, 294, 3, -10, 2);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (396, 295, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (397, 296, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (398, 297, 2, -2, 9);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (399, 298, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (400, 299, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (401, 300, 2, 0, -6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (402, 291, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (403, 301, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (404, 302, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (405, 303, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (406, 304, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (407, 305, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (408, 306, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (409, 303, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (410, 305, 4, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (411, 302, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (412, 308, 3, -2, -13);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (413, 307, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (414, 309, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (415, 310, 3, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (416, 314, 2, -4, 7);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (417, 315, 2, 5, 16);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (418, 316, 2, -1, 4);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (419, 311, 2, 0, -9);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (420, 308, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (421, 312, 2, -1, 6);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (422, 313, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (423, 318, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (424, 319, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (425, 320, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (426, 321, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (427, 322, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (428, 323, 1, 13, 14);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (429, 324, 1, -2, 10);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (430, 325, 1, 9, 15);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (431, 326, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (432, 321, 3, 0, 8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (433, 327, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (434, 319, 3, 18, -7);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (435, 319, 4, 0, -4);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (436, 328, 3, -28, 30);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (437, 329, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (438, 330, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (439, 331, 2, 11, -8);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (440, 332, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (441, 333, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (442, 334, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (443, 335, 1, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (444, 336, 1, 22, 1);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (445, 337, 1, 23, 74);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (446, 338, 2, 9, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (447, 339, 2, 8, -1);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (448, 340, 2, 0, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (449, 341, 2, 0, 1);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (450, 342, 2, 1, 0);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (451, 343, 2, 3, -3);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (452, 344, 2, 4, 16);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (453, 345, 2, 1, 5);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (454, 344, 3, 3, -1);

INSERT INTO `itembackground` (`id`,`idBg`, `layer`, `x`, `y`) VALUES (455, 345, 3, 2, 9);
